,CellLine,Drug,ec50UM,ic50UM,aMax,actArea
2226,H4_CENTRAL_NERVOUS_SYSTEM,Topotecan,0.43306506,0.51098353,-84.380905,2.6745
1337,H4_CENTRAL_NERVOUS_SYSTEM,PF2341066,8.00827674,4.04964781,-87.250214,1.5929
672,H4_CENTRAL_NERVOUS_SYSTEM,L-685458,-1,8,-0.825739,0.0611
755,H4_CENTRAL_NERVOUS_SYSTEM,LBW242,-1,8,-7.429704,0.2157
856,H4_CENTRAL_NERVOUS_SYSTEM,Lapatinib,-1,8,-0.836039,0.0519
1187,H4_CENTRAL_NERVOUS_SYSTEM,PD-0325901,-1,8,5.934113,0.0188
1944,H4_CENTRAL_NERVOUS_SYSTEM,Sorafenib,-1,8,-1.156848,0.1642
1184,A2058_SKIN,17-AAG,0.04143226,0.04249694,-81.666542,4.747
667,A2058_SKIN,Irinotecan,0.14401165,0.14522485,-93.184219,3.5949
1240,A2058_SKIN,PD-0325901,0.03489406,0.20289925,-57.814091,2.4465
1765,A2058_SKIN,Paclitaxel,30,0.00286318,-97.607994,7.1679
1858,A2058_SKIN,Panobinostat,0.0651902,0.0686599,-95.534096,4.3673
2349,A2058_SKIN,Topotecan,0.27411011,0.30648649,-81.99472,3.1484
257,A2058_SKIN,AEW541,8.73129697,5.51309109,-92.36895,1.0006
551,A2058_SKIN,Erlotinib,-1,8,-2.110152,0
754,A2058_SKIN,L-685458,-1,8,1.330667,0.0619
1041,A2058_SKIN,Nilotinib,-1,8,-0.027685,0.0205
1185,A2058_SKIN,Nutlin-3,-1,8,-1.385157,0.1101
1336,A2058_SKIN,PD-0332991 ,-1,8,2.616294,0
2035,A2058_SKIN,Sorafenib,-1,8,0.687095,0.0513
1182,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,17-AAG,-1,0.01098371,-75.227036,2.8214
671,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,0.01428776,0.03071529,-94.19912,5.1588
752,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L-685458,-1,0.0844873,-94.502205,0.9562
1764,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Paclitaxel,-1,0.00254261,-86.913055,6.7581
1866,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Panobinostat,0.0288666,0.03222279,-93.233841,5.0557
2348,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Topotecan,0.04197965,0.05052728,-95.875832,5.0562
1040,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Nilotinib,-1,0.37920682,-87.557266,1.8129
550,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Erlotinib,-1,8,0.846625,0.3789
855,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LBW242,-1,8,-25.407192,0.4284
937,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Lapatinib,-1,8,15.504232,0.2367
1562,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PHA-665752,-1,8,-26.709166,0.4665
1660,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PLX4720,-1,8,11.838644,0.1942
2033,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sorafenib,-1,8,-20.302958,0.4338
1159,GMS10_CENTRAL_NERVOUS_SYSTEM,17-AAG,0.20806685,0.24530175,-75.313141,3.1344
670,GMS10_CENTRAL_NERVOUS_SYSTEM,Irinotecan,1.80973268,2.79726195,-66.864212,1.5352
1763,GMS10_CENTRAL_NERVOUS_SYSTEM,Paclitaxel,0.00571016,0.01023857,-76.429146,5.0009
1865,GMS10_CENTRAL_NERVOUS_SYSTEM,Panobinostat,0.2027946,0.20530088,-98.155426,3.4086
1943,GMS10_CENTRAL_NERVOUS_SYSTEM,RAF265,2.00672627,5.22835398,-55.421833,1.283
2347,GMS10_CENTRAL_NERVOUS_SYSTEM,Topotecan,4.86068106,4.47076654,-63.561115,1.297
2127,GMS10_CENTRAL_NERVOUS_SYSTEM,TAE684,7.68086577,6.28159475,-59.406422,0.6572
549,GMS10_CENTRAL_NERVOUS_SYSTEM,Erlotinib,-1,8,-2.60654,0.1201
753,GMS10_CENTRAL_NERVOUS_SYSTEM,L-685458,-1,8,1.980338,0
936,GMS10_CENTRAL_NERVOUS_SYSTEM,Lapatinib,-1,8,-1.116361,0.0042
1039,GMS10_CENTRAL_NERVOUS_SYSTEM,Nilotinib,-1,8,0.612547,0
1183,GMS10_CENTRAL_NERVOUS_SYSTEM,Nutlin-3,-1,8,-3.106192,0.0888
1658,GMS10_CENTRAL_NERVOUS_SYSTEM,PLX4720,-1,8,-0.417022,0.0602
1179,GI1_CENTRAL_NERVOUS_SYSTEM,17-AAG,0.15393959,0.19865236,-80.437897,3.6972
1438,GI1_CENTRAL_NERVOUS_SYSTEM,Paclitaxel,0.01316804,0.01261146,-85.163353,5.6551
1559,GI1_CENTRAL_NERVOUS_SYSTEM,Panobinostat,0.05610935,0.05655204,-94.616341,4.6003
1762,GI1_CENTRAL_NERVOUS_SYSTEM,TAE684,3.25423503,3.30120421,-87.812698,1.8359
1940,GI1_CENTRAL_NERVOUS_SYSTEM,Topotecan,8.24741221,1.79321361,-83.939308,2.6126
548,GI1_CENTRAL_NERVOUS_SYSTEM,Erlotinib,-1,8,7.054242,0.1787
669,GI1_CENTRAL_NERVOUS_SYSTEM,L-685458,-1,8,3.804388,0.2226
854,GI1_CENTRAL_NERVOUS_SYSTEM,Lapatinib,2.11952782,8,-17.521215,0.216
1239,GI1_CENTRAL_NERVOUS_SYSTEM,PHA-665752,-1,8,-1.057272,0.4336
1657,GI1_CENTRAL_NERVOUS_SYSTEM,Sorafenib,-1,8,-6.275117,0.4663
1178,GCT_SOFT_TISSUE,17-AAG,0.29417437,0.33054861,-84.940697,3.4082
666,GCT_SOFT_TISSUE,Irinotecan,0.04275291,0.05000682,-95.116631,4.69
1761,GCT_SOFT_TISSUE,Paclitaxel,4.35314303,0.00294612,-88.839569,6.5265
1863,GCT_SOFT_TISSUE,Panobinostat,0.06702909,0.06352215,-99.208733,4.6095
1942,GCT_SOFT_TISSUE,RAF265,0.21236618,0.32586983,-85.541901,2.8929
2345,GCT_SOFT_TISSUE,Topotecan,0.04551981,0.05779477,-89.056526,4.6049
1180,GCT_SOFT_TISSUE,Nutlin-3,-1,8,-14.020195,0.1651
1238,GCT_SOFT_TISSUE,PD-0325901,0.00467007,8,-48.955296,2.0909
1560,GCT_SOFT_TISSUE,PHA-665752,-1,8,3.42941,1.8311
2126,GCT_SOFT_TISSUE,TAE684,1.93386555,1.61782932,-90.355194,2.0993
547,GCT_SOFT_TISSUE,Erlotinib,8.16998578,8,-41.26878,0.6055
751,GCT_SOFT_TISSUE,L-685458,7.74642658,7.92057705,-51.292233,0.5029
935,GCT_SOFT_TISSUE,Lapatinib,3.48361087,4.21395493,-69.339844,0.756
1038,GCT_SOFT_TISSUE,Nilotinib,8.10019905,8,-49.243782,0.5817
2032,GCT_SOFT_TISSUE,Sorafenib,4.18387556,8,-36.43082,0.497
1176,GCIY_STOMACH,17-AAG,0.75508374,0.79331654,-78.911316,2.1792
323,GCIY_STOMACH,AZD0530,1.26284993,1.76851046,-74.193588,1.2041
1655,GCIY_STOMACH,Paclitaxel,0.06476215,0.03921378,-80.762482,4.0593
1760,GCIY_STOMACH,Panobinostat,0.0610063,0.0655957,-96.81765,4.2403
2224,GCIY_STOMACH,Topotecan,0.66216499,0.76255989,-84.444183,1.9017
934,GCIY_STOMACH,Nilotinib,8.15878098,6.32526588,-79.855064,0.8356
434,GCIY_STOMACH,AZD6244,-1,8,-1.932485,0.0686
668,GCIY_STOMACH,L-685458,-1,8,2.600487,0
1237,GCIY_STOMACH,PD-0332991 ,-1,8,-7.059092,0.2167
1437,GCIY_STOMACH,PHA-665752,-1,8,-1.094241,0.0411
1558,GCIY_STOMACH,PLX4720,-1,8,1.097906,0
1175,GB1_CENTRAL_NERVOUS_SYSTEM,17-AAG,0.72643012,0.76866394,-92.337563,2.3449
663,GB1_CENTRAL_NERVOUS_SYSTEM,Irinotecan,0.07880496,0.07863688,-95.633766,4.2248
1759,GB1_CENTRAL_NERVOUS_SYSTEM,Paclitaxel,0.04610615,0.04221131,-86.441612,4.6277
1864,GB1_CENTRAL_NERVOUS_SYSTEM,Panobinostat,0.09783073,0.09713446,-95.93644,4.0893
1941,GB1_CENTRAL_NERVOUS_SYSTEM,RAF265,0.16062786,0.28977454,-51.813236,2.6337
2346,GB1_CENTRAL_NERVOUS_SYSTEM,Topotecan,0.03811308,0.03985694,-96.111534,4.8979
2125,GB1_CENTRAL_NERVOUS_SYSTEM,TAE684,2.05700994,2.04079676,-92.154335,1.6221
750,GB1_CENTRAL_NERVOUS_SYSTEM,L-685458,8.72655617,8,-24.693489,0.1654
853,GB1_CENTRAL_NERVOUS_SYSTEM,LBW242,-1,8,-0.606009,0.1936
933,GB1_CENTRAL_NERVOUS_SYSTEM,Lapatinib,-1,8,-3.215782,0.2394
1037,GB1_CENTRAL_NERVOUS_SYSTEM,Nilotinib,-1,8,-5.797825,0.256
1177,GB1_CENTRAL_NERVOUS_SYSTEM,Nutlin-3,-1,8,0.202512,0.2416
1557,GB1_CENTRAL_NERVOUS_SYSTEM,PHA-665752,-1,8,3.148371,0
1171,A204_SOFT_TISSUE,17-AAG,0.01808529,0.02967588,-81.445641,3.5747
665,A204_SOFT_TISSUE,Irinotecan,0.1693552,0.16683416,-83.42437,2.8739
1758,A204_SOFT_TISSUE,Paclitaxel,5.89442572,0.00652834,-77.927444,4.3533
1861,A204_SOFT_TISSUE,Panobinostat,0.01231644,0.02381408,-90.59198,3.6206
1939,A204_SOFT_TISSUE,RAF265,0.1942922,0.33127552,-79.497017,2.2706
2344,A204_SOFT_TISSUE,Topotecan,0.3111423,0.41938305,-86.452057,2.586
431,A204_SOFT_TISSUE,AZD6244,-1,8,-5.755045,0.117
546,A204_SOFT_TISSUE,Erlotinib,-1,8,-1.361822,0.3697
748,A204_SOFT_TISSUE,L-685458,-1,8,-0.860734,0.293
1236,A204_SOFT_TISSUE,PD-0325901,-1,5.23065485,-53.828438,0.5889
2124,A204_SOFT_TISSUE,TAE684,3.24645114,2.65931892,-87.074844,1.2913
2225,A204_SOFT_TISSUE,TKI258,0.59390181,0.63951606,-94.918106,2.2652
852,A204_SOFT_TISSUE,LBW242,0.7740103,8,-26.398424,0.3017
932,A204_SOFT_TISSUE,Lapatinib,8.03806031,7.39983273,-55.620251,0.3485
1174,A204_SOFT_TISSUE,Nutlin-3,8.41821977,8,-46.837524,0.364
1656,A204_SOFT_TISSUE,PLX4720,7.10277605,8,-28.016876,0.0522
1172,GAMG_CENTRAL_NERVOUS_SYSTEM,17-AAG,0.08195965,0.10914998,-86.96505,3.711
1433,GAMG_CENTRAL_NERVOUS_SYSTEM,Paclitaxel,0.01454006,0.01700018,-91.858742,5.015
1554,GAMG_CENTRAL_NERVOUS_SYSTEM,Panobinostat,0.14432208,0.13926467,-97.796913,3.8201
1937,GAMG_CENTRAL_NERVOUS_SYSTEM,Topotecan,1.96970308,2.93437076,-67.339577,1.2313
1862,GAMG_CENTRAL_NERVOUS_SYSTEM,TKI258,8.73340826,8,-48.594154,0.445
545,GAMG_CENTRAL_NERVOUS_SYSTEM,Erlotinib,-1,8,-1.541104,0.1358
664,GAMG_CENTRAL_NERVOUS_SYSTEM,L-685458,-1,8,0.235171,0
851,GAMG_CENTRAL_NERVOUS_SYSTEM,Lapatinib,-1,8,4.159112,0
1173,GAMG_CENTRAL_NERVOUS_SYSTEM,PF2341066,-1,8,-2.714424,0.075
1654,GAMG_CENTRAL_NERVOUS_SYSTEM,Sorafenib,-1,8,-1.839624,0.1068
1169,G402_SOFT_TISSUE,17-AAG,0.07935233,0.07343186,-93.815697,4.4662
1435,G402_SOFT_TISSUE,Paclitaxel,5.887427,0.00312029,-83.986633,5.9752
1556,G402_SOFT_TISSUE,Panobinostat,0.11253811,0.11156911,-98.423103,3.8386
1651,G402_SOFT_TISSUE,RAF265,1.15609562,1.3579917,-86.860298,1.6359
2031,G402_SOFT_TISSUE,Topotecan,0.06463081,0.0680237,-83.065933,4.218
433,G402_SOFT_TISSUE,AZD6244,-1,8,-8.669466,0.0631
543,G402_SOFT_TISSUE,Erlotinib,-1,8,5.267156,0
749,G402_SOFT_TISSUE,LBW242,-1,8,-16.335722,0.3804
1235,G402_SOFT_TISSUE,PHA-665752,-1,8,-30.557875,0.8114
1334,G402_SOFT_TISSUE,PLX4720,-1,8,-7.768878,0.1487
1938,G402_SOFT_TISSUE,TKI258,1.98528063,2.27052832,-87.377632,1.3881
662,G402_SOFT_TISSUE,L-685458,2.14315558,8,-10.802176,0.0083
850,G402_SOFT_TISSUE,Lapatinib,9.08736364,8,-26.7216,0.2117
1167,G401_SOFT_TISSUE,17-AAG,0.07090932,0.08547899,-94.336098,4.5407
658,G401_SOFT_TISSUE,Irinotecan,0.07956293,0.08421213,-95.797722,4.6555
1751,G401_SOFT_TISSUE,Paclitaxel,0.0096839,0.00548632,-93.837669,6.559
1856,G401_SOFT_TISSUE,Panobinostat,0.01094685,0.01300275,-93.144691,5.5697
1936,G401_SOFT_TISSUE,RAF265,1.89837396,1.35116649,-76.168137,2.3576
2343,G401_SOFT_TISSUE,Topotecan,0.14266361,0.18110247,-96.19117,4.0509
432,G401_SOFT_TISSUE,AZD6244,-1,8,-22.467291,1.9268
848,G401_SOFT_TISSUE,LBW242,-1,8,-4.007205,0.7225
1653,G401_SOFT_TISSUE,PLX4720,-1,8,-4.829589,0.5567
2123,G401_SOFT_TISSUE,TAE684,1.61757946,1.47272909,-92.869278,2.1525
544,G401_SOFT_TISSUE,Erlotinib,3.92466211,8,-24.777786,0.3828
931,G401_SOFT_TISSUE,Lapatinib,8.27494151,8,-36.160519,0.4741
1036,G401_SOFT_TISSUE,Nilotinib,8.69929449,8,-41.214188,0.6602
1555,G401_SOFT_TISSUE,PHA-665752,8.03601355,8,-44.972878,0.6015
1168,G361_SKIN,17-AAG,0.07529626,0.08930998,-65.575027,3.2302
429,G361_SKIN,AZD6244,0.32105473,0.41900313,-78.398285,2.7378
661,G361_SKIN,Irinotecan,0.10810772,0.22289325,-89.715958,3.2033
1233,G361_SKIN,PD-0325901,0.01050295,0.02407783,-82.17955,4.4245
1757,G361_SKIN,Paclitaxel,0.01364277,0.00575232,-88.005653,6.0134
1860,G361_SKIN,Panobinostat,0.01774275,0.02111328,-97.12748,5.3635
256,G361_SKIN,AEW541,8.24762818,3.6115551,-98.3983,1.7872
930,G361_SKIN,Lapatinib,2.98179627,3.04775715,-97.017601,1.2718
1552,G361_SKIN,PHA-665752,6.55390596,5.69183016,-96.12545,0.6601
1935,G361_SKIN,RAF265,0.65701872,0.56526524,-92.423882,2.7873
2122,G361_SKIN,TAE684,8.14119264,4.94440365,-97.502701,1.2092
747,G361_SKIN,L-685458,1.67951357,8,-30.648643,0.4818
849,G361_SKIN,LBW242,2.52174211,8,-35.930172,0.5463
1035,G361_SKIN,Nilotinib,4.00808954,8,-38.112537,0.5674
1170,G361_SKIN,Nutlin-3,2.25004935,8,-40.084694,0.6556
1335,G361_SKIN,PD-0332991 ,8.06401535,8,-35.082321,0.6448
1165,FUOV1_OVARY,17-AAG,0.29736909,0.37322196,-81.479767,1.7438
255,FUOV1_OVARY,AEW541,0.41385439,1.31490254,-64.598686,2.1301
660,FUOV1_OVARY,Irinotecan,0.53935152,0.31390068,-92.174088,1.2757
1755,FUOV1_OVARY,Paclitaxel,5.88574998,0.00867361,-73.793579,4.3524
1859,FUOV1_OVARY,Panobinostat,0.02260669,0.04087068,-90.889778,3.5401
2117,FUOV1_OVARY,TAE684,4.04349566,2.28670001,-74.119591,1.5291
2342,FUOV1_OVARY,Topotecan,8.66988532,2.9435811,-78.722511,0.7803
746,FUOV1_OVARY,L-685458,-1,8,9.590851,0.1524
847,FUOV1_OVARY,LBW242,-1,8,-28.74877,0.1906
1333,FUOV1_OVARY,PD-0332991 ,-1,8,6.443371,0.0499
1434,FUOV1_OVARY,PF2341066,7.54251671,8,-49.553501,0.2888
1553,FUOV1_OVARY,PHA-665752,-1,8,6.433806,0.2678
1652,FUOV1_OVARY,PLX4720,-1,8,-17.744644,0.1328
1162,FU97_STOMACH,17-AAG,0.06206387,0.06285819,-82.850197,4.4951
1034,FU97_STOMACH,PD-0325901,0.19301555,0.36212426,-59.593483,1.9272
1430,FU97_STOMACH,Paclitaxel,0.00428412,0.01399088,-69.712814,4.4367
1549,FU97_STOMACH,Panobinostat,0.01457695,0.02032217,-100.454628,5.2069
1932,FU97_STOMACH,TKI258,2.05412579,1.53344786,-96.558968,1.7745
745,FU97_STOMACH,LBW242,-1,8,-9.016494,0.4887
928,FU97_STOMACH,Nutlin-3,-1,8,1.071135,0.2397
1166,FU97_STOMACH,PF2341066,-1,8,-25.282599,0.2194
1234,FU97_STOMACH,PHA-665752,-1,8,3.657367,0.806
1857,FU97_STOMACH,TAE684,2.86603475,2.84974313,-93.319534,1.3489
2030,FU97_STOMACH,Topotecan,7.77111721,3.70677161,-86.140907,1.564
542,FU97_STOMACH,Erlotinib,0.98545015,8,-30.335701,0.3636
659,FU97_STOMACH,L-685458,2.14247751,8,-27.140917,0.401
846,FU97_STOMACH,Lapatinib,2.63500524,8,-37.156914,0.3622
1163,A172_CENTRAL_NERVOUS_SYSTEM,17-AAG,0.17940763,0.26749858,-68.932632,2.4662
656,A172_CENTRAL_NERVOUS_SYSTEM,Irinotecan,0.37297574,0.5086028,-77.161057,2.5153
1754,A172_CENTRAL_NERVOUS_SYSTEM,Paclitaxel,0.02558292,0.030916,-78.770073,4.6157
1850,A172_CENTRAL_NERVOUS_SYSTEM,Panobinostat,0.10097293,0.10136784,-96.895409,4.0075
2121,A172_CENTRAL_NERVOUS_SYSTEM,TAE684,3.0275619,2.53082061,-95.503944,1.4006
2330,A172_CENTRAL_NERVOUS_SYSTEM,Topotecan,0.16594116,0.28293887,-67.946083,2.649
541,A172_CENTRAL_NERVOUS_SYSTEM,Erlotinib,-1,8,1.337892,0.0829
744,A172_CENTRAL_NERVOUS_SYSTEM,L-685458,-1,8,1.927138,0.0333
929,A172_CENTRAL_NERVOUS_SYSTEM,Lapatinib,-1,8,0.184027,0
1033,A172_CENTRAL_NERVOUS_SYSTEM,Nilotinib,-1,8,2.413093,0
1332,A172_CENTRAL_NERVOUS_SYSTEM,PD-0332991 ,-1,8,3.604907,0
1650,A172_CENTRAL_NERVOUS_SYSTEM,PLX4720,-1,8,-5.610573,0.0149
1161,FADU_UPPER_AERODIGESTIVE_TRACT,17-AAG,0.01978967,0.01928414,-84.393623,5.1603
845,FADU_UPPER_AERODIGESTIVE_TRACT,Lapatinib,0.50554961,0.82307273,-72.821793,1.9562
1649,FADU_UPPER_AERODIGESTIVE_TRACT,Paclitaxel,0.00343005,0.00771488,-68.379456,4.7772
1753,FADU_UPPER_AERODIGESTIVE_TRACT,Panobinostat,0.07113762,0.07391398,-91.934425,4.0829
2222,FADU_UPPER_AERODIGESTIVE_TRACT,Topotecan,0.26270324,0.28573433,-95.136986,3.2542
743,FADU_UPPER_AERODIGESTIVE_TRACT,LBW242,-1,8,-4.018744,0.5883
1031,FADU_UPPER_AERODIGESTIVE_TRACT,Nutlin-3,-1,8,-1.428284,0.141
1432,FADU_UPPER_AERODIGESTIVE_TRACT,PHA-665752,-1,8,1.364941,0.2629
1551,FADU_UPPER_AERODIGESTIVE_TRACT,PLX4720,-1,8,-1.877918,0.2541
1934,FADU_UPPER_AERODIGESTIVE_TRACT,Sorafenib,-1,8,5.311854,0.0502
322,FADU_UPPER_AERODIGESTIVE_TRACT,AZD0530,1.82586491,2.28147197,-73.633041,1.9008
927,FADU_UPPER_AERODIGESTIVE_TRACT,Nilotinib,6.70141459,5.61298895,-82.176544,0.7939
657,FADU_UPPER_AERODIGESTIVE_TRACT,L-685458,9.33898059,8,-39.669353,0.3693
430,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AZD6244,0.05089691,0.11680062,-58.946495,3.2726
741,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L-685458,-1,0.21349495,-97.503166,1.9436
1232,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PD-0325901,0.09297916,0.10164227,-59.159355,3.7848
1855,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Panobinostat,0.00420044,0.00399903,-97.91655,6.4753
1933,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RAF265,0.07178432,0.08287233,-88.769058,3.882
2029,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sorafenib,-1,0.24604825,-77.383224,1.2146
254,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AEW541,0.21099013,0.30656654,-97.639618,3.0325
655,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,0.56444317,0.55922794,-97.375542,3.0544
1431,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PF2341066,2.99402523,3.15096998,-92.180649,1.3331
1752,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Paclitaxel,0.0109315,8,-95.988358,6.7817
321,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AZD0530,-1,8,-10.777905,0.2391
540,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Erlotinib,6.35607004,8,-42.010098,0.6618
926,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Lapatinib,-1,8,-37.917362,0.6322
1331,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PD-0332991 ,0.91469944,8,-18.847467,0.4814
1550,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PHA-665752,-1,8,1.295302,0.8031
1648,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PLX4720,-1,8,9.623569,0.3779
654,ESS1_ENDOMETRIUM,LBW242,0.09454437,0.10037457,-94.720261,4.4022
1329,ESS1_ENDOMETRIUM,Paclitaxel,0.00969001,0.00759401,-92.081978,6.5069
1428,ESS1_ENDOMETRIUM,Panobinostat,0.04900863,0.04968827,-96.909035,4.7936
1853,ESS1_ENDOMETRIUM,Topotecan,0.01300741,0.01241158,-95.393616,6.209
843,ESS1_ENDOMETRIUM,Nutlin-3,-1,8,-0.865237,0.7388
1546,ESS1_ENDOMETRIUM,Sorafenib,-1,8,-19.122704,0.4498
253,ESS1_ENDOMETRIUM,AEW541,8.49196672,3.30064631,-97.615494,1.5524
1750,ESS1_ENDOMETRIUM,TKI258,2.01891112,1.98568821,-95.285477,1.7331
428,ESS1_ENDOMETRIUM,AZD6244,8.53138939,8,-23.377197,0.5129
539,ESS1_ENDOMETRIUM,Erlotinib,8.24376674,8,-45.113045,0.6877
427,ES2_OVARY,AZD6244,0.23806584,0.63466179,-61.466621,1.9236
1032,ES2_OVARY,PD-0325901,0.03382319,0.13182473,-70.332932,3.051
1548,ES2_OVARY,Paclitaxel,0.02515532,0.02438792,-87.641312,5.3368
1646,ES2_OVARY,Panobinostat,0.04053043,0.04341012,-96.366753,4.7008
2120,ES2_OVARY,Topotecan,0.07418799,0.07795731,-95.027473,4.441
1160,ES2_OVARY,17-AAG,0.67603129,0.69963789,-86.444962,3.0835
1749,ES2_OVARY,RAF265,0.85735345,1.10614491,-76.515137,1.8373
320,ES2_OVARY,AZD0530,-1,8,4.398934,0.0557
538,ES2_OVARY,Erlotinib,-1,8,0.407658,0.097
653,ES2_OVARY,L-685458,-1,8,1.21129,0.0494
844,ES2_OVARY,Lapatinib,-1,8,-0.312587,0.0512
925,ES2_OVARY,Nutlin-3,-1,8,0.839138,0.1307
645,EN_ENDOMETRIUM,Irinotecan,2.95105147,4.78435612,-57.789734,0.9262
1740,EN_ENDOMETRIUM,Paclitaxel,0.00407533,0.00999075,-58.408829,4.0051
1854,EN_ENDOMETRIUM,Panobinostat,0.04265321,0.06776921,-81.998604,3.5731
1158,EN_ENDOMETRIUM,17-AAG,0.10444227,8,-49.782211,2.6637
1429,EN_ENDOMETRIUM,PF2341066,8.42384267,8,-45.089302,0.4521
2028,EN_ENDOMETRIUM,Sorafenib,8.04608654,8,-36.581089,0.3369
537,EN_ENDOMETRIUM,Erlotinib,-1,8,-0.486901,0
742,EN_ENDOMETRIUM,L-685458,-1,8,-0.374744,0.0204
842,EN_ENDOMETRIUM,LBW242,-1,8,2.865244,0
1330,EN_ENDOMETRIUM,PD-0332991 ,-1,8,3.80812,0.0314
1547,EN_ENDOMETRIUM,PHA-665752,-1,8,-0.443618,0.0813
1647,EN_ENDOMETRIUM,PLX4720,-1,8,7.627213,0
652,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,0.04645772,0.04779857,-96.498962,5.2348
1029,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Nilotinib,0.00442017,0.0075381,-93.633919,6.0634
1231,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PD-0325901,7.06248673,0.03428911,-82.290352,4.5392
1748,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Paclitaxel,-1,0.00254261,-88.82206,7.0443
1852,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Panobinostat,0.01470161,0.01601356,-95.260544,5.6418
2340,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Topotecan,0.04385512,0.0440023,-97.187225,5.2851
740,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L-685458,-1,0.3516352,-85.818016,2.0652
840,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LBW242,-1,8,-7.65818,1.0611
923,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Lapatinib,-1,8,7.365909,0.3354
1164,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Nutlin-3,-1,8,-6.945896,0.9154
1138,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,17-AAG,0.13383769,0.13033667,-94.451927,4.667
1427,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PF2341066,0.77206701,0.76937276,-94.541649,3.0185
2223,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TKI258,8.0528183,2.93234301,-94.379868,1.6864
536,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Erlotinib,8.84942987,8,-37.236404,0.8905
1545,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PHA-665752,4.01434946,6.58999538,-52.754154,0.9357
1645,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PLX4720,7.6059413,8,-45.143204,1.0564
1156,EFO27_OVARY,17-AAG,0.31750807,0.36635992,-82.515999,2.7526
651,EFO27_OVARY,Irinotecan,0.52877265,0.51977933,-98.996704,2.605
1643,EFO27_OVARY,Paclitaxel,0.01599984,0.02069836,-68.654922,3.8972
1747,EFO27_OVARY,Panobinostat,0.01840117,0.02042012,-101.120873,4.9402
1851,EFO27_OVARY,RAF265,0.20517068,0.52523738,-64.74234,2.0174
2221,EFO27_OVARY,Topotecan,1.1299603,1.11445117,-92.102806,2.1093
739,EFO27_OVARY,L-685458,-1,8,3.594204,0
1030,EFO27_OVARY,Nilotinib,-1,8,-3.399219,0.0914
1157,EFO27_OVARY,Nutlin-3,-1,8,1.896034,0
1328,EFO27_OVARY,PD-0332991 ,-1,8,2.437756,0
1544,EFO27_OVARY,PHA-665752,-1,8,5.013042,0
